num_of_prev_attempts,studied_credits,module_presentation_length,date_registration,assessment_submitted_count,assessment_mean_score,assessment_min_score,assessment_max_score,assessment_late_count,assessment_banked_count,assessment_weighted_score,vle_total_clicks,vle_interaction_count,vle_first_click_day,vle_last_click_day,vle_clicks_before_start,vle_clicks_first_30_days,vle_clicks_first_60_days,vle_active_days,vle_avg_clicks_per_active_day,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,gender_F,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_A Level or Equivalent,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,imd_band_0-10%,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_Unknown,age_band_0-35,age_band_35-55,age_band_55<=,disability_N,disability_Y,target_label,target
0,60,268,-103.0,5.0,72.6,64.0,84.0,0.0,0.0,71.6,4104.0,913.0,-10.0,268.0,302.0,1129.0,1558.0,144.0,28.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Good,1
0,60,268,-107.0,5.0,78.0,60.0,86.0,0.0,0.0,76.0,1944.0,781.0,-10.0,267.0,127.0,432.0,714.0,177.0,10.983050847457626,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-100.0,5.0,76.6,70.0,83.0,0.0,0.0,77.1,1150.0,313.0,-3.0,246.0,31.0,338.0,456.0,58.0,19.82758620689655,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-109.0,5.0,79.6,77.0,85.0,2.0,0.0,78.9,4777.0,992.0,-10.0,258.0,544.0,759.0,980.0,161.0,29.67080745341615,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Good,1
0,60,268,5.0,3.0,60.0,47.0,67.0,2.0,0.0,58.6,465.0,145.0,12.0,150.0,0.0,217.0,355.0,33.0,14.090909090909092,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,At_Risk,0
0,60,268,-107.0,5.0,53.4,38.0,65.0,1.0,0.0,54.2,733.0,221.0,-10.0,253.0,149.0,169.0,241.0,47.0,15.595744680851064,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-110.0,5.0,63.4,53.0,69.0,1.0,0.0,63.7,998.0,343.0,-10.0,242.0,38.0,167.0,375.0,70.0,14.257142857142858,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Good,1
0,60,268,-43.0,3.0,81.0,80.0,83.0,0.0,0.0,81.5,2343.0,589.0,-10.0,249.0,252.0,404.0,741.0,136.0,17.227941176470587,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Good,1
0,60,268,-26.0,5.0,77.6,75.0,81.0,3.0,0.0,77.3,3553.0,1001.0,-9.0,261.0,3.0,978.0,1586.0,195.0,18.22051282051282,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-29.0,5.0,71.8,66.0,76.0,0.0,0.0,72.3,757.0,231.0,-9.0,257.0,28.0,315.0,451.0,50.0,15.14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Good,1
0,60,268,-68.0,5.0,72.8,54.0,80.0,2.0,0.0,70.8,1358.0,510.0,-10.0,264.0,142.0,276.0,455.0,120.0,11.316666666666666,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-68.0,5.0,62.4,50.0,76.0,4.0,0.0,59.8,1886.0,514.0,0.0,242.0,0.0,455.0,611.0,108.0,17.462962962962962,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-32.0,5.0,74.2,72.0,78.0,0.0,0.0,74.2,1108.0,311.0,-10.0,228.0,325.0,205.0,320.0,98.0,11.306122448979592,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Good,1
0,120,268,-99.0,5.0,61.8,45.0,73.0,0.0,0.0,59.0,284.0,111.0,-10.0,268.0,8.0,51.0,119.0,27.0,10.518518518518519,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-82.0,5.0,71.4,68.0,75.0,1.0,0.0,70.7,2041.0,600.0,-10.0,247.0,3.0,635.0,1006.0,127.0,16.070866141732285,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,180,268,-31.0,5.0,69.6,66.0,75.0,3.0,0.0,69.4,1321.0,440.0,-10.0,240.0,32.0,270.0,504.0,89.0,14.842696629213483,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-197.0,3.0,81.0,76.0,85.0,1.0,0.0,80.2,1011.0,303.0,-10.0,135.0,32.0,340.0,724.0,83.0,12.180722891566266,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,At_Risk,0
0,120,268,-75.0,5.0,67.4,62.0,75.0,0.0,0.0,67.3,520.0,152.0,-10.0,242.0,44.0,113.0,113.0,32.0,16.25,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Good,1
0,60,268,-96.0,5.0,84.4,81.0,87.0,0.0,0.0,83.8,2732.0,569.0,-10.0,268.0,174.0,579.0,748.0,138.0,19.797101449275363,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Good,1
0,180,268,-29.0,7.0,76.0,60.0,92.0,1.0,0.0,72.03309401709402,57.0,25.0,-10.0,24.0,2.0,55.0,55.0,10.0,5.7,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,At_Risk,0
0,60,268,-32.0,2.0,61.5,51.0,72.0,0.0,0.0,58.0,287.0,109.0,2.0,97.0,0.0,204.0,267.0,24.0,11.958333333333334,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,At_Risk,0
0,60,268,-195.0,5.0,80.2,72.0,87.0,0.0,0.0,81.7,5528.0,1409.0,-10.0,250.0,241.0,813.0,1719.0,192.0,28.791666666666668,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,240,268,-61.0,5.0,72.6,70.0,77.0,1.0,0.0,72.0,1823.0,585.0,-9.0,256.0,48.0,476.0,740.0,92.0,19.815217391304348,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Good,1
0,345,268,-110.0,1.0,45.0,45.0,45.0,1.0,0.0,45.0,143.0,44.0,3.0,109.0,0.0,7.0,134.0,9.0,15.88888888888889,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,At_Risk,0
0,60,268,-37.0,5.0,73.6,65.0,82.0,1.0,0.0,75.3,2121.0,631.0,-5.0,242.0,142.0,309.0,396.0,95.0,22.326315789473686,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-67.0,5.0,68.8,61.0,79.0,2.0,0.0,70.6,5645.0,1620.0,-10.0,267.0,155.0,973.0,1534.0,200.0,28.225,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Good,1
0,120,268,-36.0,5.0,54.4,37.0,75.0,2.0,0.0,53.2,452.0,149.0,-10.0,261.0,38.0,181.0,220.0,35.0,12.914285714285715,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Good,1
0,60,268,-132.0,5.0,50.0,40.0,62.0,2.0,0.0,48.8,597.0,192.0,-10.0,255.0,50.0,82.0,217.0,32.0,18.65625,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,At_Risk,0
0,120,268,-92.0,4.0,73.75,71.0,77.0,2.0,0.0,73.28571428571429,611.0,228.0,-10.0,219.0,89.0,296.0,337.0,74.0,8.256756756756756,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,At_Risk,0
0,90,268,-138.0,1.0,52.0,52.0,52.0,1.0,0.0,52.0,155.0,41.0,-9.0,59.0,19.0,23.0,136.0,9.0,17.22222222222222,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,At_Risk,0
0,60,268,-174.0,3.0,72.0,68.0,78.0,3.0,0.0,72.8,1864.0,554.0,-10.0,157.0,257.0,543.0,840.0,106.0,17.58490566037736,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,At_Risk,0
0,150,268,-44.0,5.0,50.0,45.0,54.0,0.0,0.0,49.6,270.0,89.0,2.0,242.0,0.0,37.0,40.0,20.0,13.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Good,1
0,420,268,-16.0,5.0,67.0,61.0,75.0,1.0,0.0,66.0,1529.0,419.0,-10.0,243.0,93.0,366.0,485.0,81.0,18.876543209876544,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-54.0,5.0,79.8,78.0,82.0,0.0,0.0,79.4,4003.0,963.0,-10.0,267.0,294.0,739.0,1220.0,202.0,19.816831683168317,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-64.0,2.0,80.0,75.0,85.0,1.0,0.0,78.33333333333333,908.0,245.0,-10.0,187.0,250.0,278.0,343.0,44.0,20.636363636363637,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,At_Risk,0
0,60,268,-52.0,5.0,70.6,59.0,81.0,3.0,0.0,68.6,1405.0,386.0,-9.0,241.0,64.0,302.0,498.0,87.0,16.149425287356323,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Good,1
0,60,268,-46.0,2.0,66.5,65.0,68.0,1.0,0.0,67.0,1185.0,320.0,-10.0,116.0,140.0,412.0,687.0,66.0,17.954545454545453,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,At_Risk,0
0,60,268,-64.0,5.0,71.8,58.0,82.0,1.0,0.0,70.4,466.0,239.0,-10.0,263.0,6.0,78.0,112.0,51.0,9.137254901960784,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Good,1
0,60,268,-117.0,5.0,69.4,58.0,82.0,2.0,0.0,70.9,1510.0,515.0,-10.0,258.0,136.0,290.0,500.0,99.0,15.252525252525253,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-32.0,5.0,66.4,54.0,79.0,0.0,0.0,64.9,745.0,302.0,0.0,257.0,0.0,272.0,317.0,42.0,17.738095238095237,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Good,1
0,60,268,-50.0,5.0,69.6,60.0,75.0,3.0,0.0,71.1,1939.0,697.0,-10.0,263.0,49.0,242.0,353.0,135.0,14.362962962962962,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Good,1
0,60,268,-45.0,5.0,61.4,54.0,67.0,2.0,0.0,61.4,1782.0,415.0,-10.0,268.0,136.0,108.0,162.0,86.0,20.72093023255814,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Good,1
0,60,268,-162.0,5.0,80.4,77.0,83.0,0.0,0.0,80.1,6318.0,1643.0,-10.0,268.0,338.0,1243.0,1832.0,249.0,25.373493975903614,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Good,1
0,60,268,-195.0,5.0,82.4,74.0,93.0,0.0,0.0,81.7,4447.0,1311.0,-10.0,266.0,486.0,978.0,1457.0,197.0,22.573604060913706,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Good,1
0,60,268,-92.0,5.0,78.2,73.0,82.0,2.0,0.0,78.8,2016.0,437.0,-10.0,253.0,284.0,422.0,1041.0,97.0,20.783505154639176,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Good,1
